Country Name,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Unnamed: 65
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9808409249.40877,8953713983.52319,5329816706.49745,4976010199.69282,5356711773.86583,5846400147.93725,6302639313.86128,6628399563.03319,7192322810.54708,7536939292.96301,8160045754.95071,9139577172.24627,10509650580.8786,12203500269.3471,13847909043.5482,16264081042.8076,18968092453.3076,22146063400.512,24134635012.4078,20889699218.1128,21598045116.0039,23085520248.3701,27009096448.5442,28500152360.1441,29231468082.419,29166842740.5397,31429192104.4042,35676528915.4363,38432837649.8584,42091960116.6691,39446908401.983,
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724556100.718993,765362715.241753,791873242.80906,853444312.345216,929867748.187428,907977704.783545,985667483.481136,1058189112.69129,1120726980.9667,1179060284.10002,1280195144.17377,1248774864.26956,1281560907.27004,1384681527.42647,1503964936.73947,1651209567.74817,1917366845.05439,2152280699.07979,2193830738.54859,1946113356.08119,1814425571.79809,1816047262.12083,1771798543.10742,1720170788.92087,1762288334.80494,1769549897.41954,1882863521.88954,1893259104.10693,2072170136.49086,2211713927.44631,1786389668.67458,
Australia,AUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296371478762.324,308043662757.573,318664389750.262,338491267934.472,358779336153.12,378130489660.551,403005180162.152,425381557676.043,453005215189.055,478757083927.676,504548948084.348,532689376829.179,565345793833.1,593030336171.961,632150539681.331,665959595377.554,711378945253.441,762287051079.707,796834909433.138,873780713946.532,866655535725.333,938351559046.28,973825980527.428,1061730067174.66,1100561174645.73,1101456818288.23,1143148737101.39,1190694343959.24,1253361153370.88,1312636660762.97,1369884973053.42,
Austria,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149426293193.353,159796148361.341,166859341278.435,171714389063.407,179594119848.037,188251944516.395,195424431040.796,202601126779.917,212781190836.65,220639956878.73,235347920936.075,238878600644.736,251984858807.042,261056984714.604,275998555936.944,288086851811.747,311415088416.137,327096105756.992,343812802543.0,341393192854.121,351341906220.687,373031463577.163,391635006784.26,406370494341.228,417059741085.658,430975998137.236,460282766423.271,476590426691.819,503556884412.526,515713331248.954,496544223813.718,
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37712019363.7038,38714438414.7562,30647850232.2514,24126843347.9232,19787568927.4367,17818600294.7837,18380736134.2346,19794560262.4464,22019087516.4113,23989937776.8964,27248637737.3468,30603101610.0069,34021462133.6036,38190783153.5147,42848204693.8545,56537120408.6161,78343626403.3192,100560193394.951,113545919485.911,125047649105.337,132891923102.797,135803575412.212,148339507564.977,161864879226.656,166328757240.292,144145726475.687,140229738154.492,139152809949.428,144631250275.617,150893465695.113,146145418741.857,
Burundi,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343218160.13726,3628982376.7027,3749171575.05258,3598545997.92306,3534622757.6616,3322928056.98163,3113068217.85374,3118352162.52856,3303238719.97174,3317086594.10514,3362180905.95967,3506563882.74682,3720415742.34283,3743134142.91074,4029708575.80255,4192628759.83366,4553356025.89181,4837073839.93406,5170900206.2792,5408976901.06728,5752399507.71457,6109378663.94635,6386094258.45455,7069203706.21655,7649427870.69596,8551152238.70251,8358351140.30498,8375481076.5592,8714651910.38732,9033653418.07496,9169733231.23839,
Belgium,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186170807521.397,195994875686.734,203529748884.845,206350004389.938,217557501355.002,227416383686.972,230946171106.604,241624078147.238,248636221287.111,260168701709.78,284826588632.107,296130423579.759,312900377877.018,320963391708.604,334133752698.897,347658412088.972,371912420547.909,390932258442.523,405729462246.522,407562315465.057,434081107185.036,451932718764.387,469720618339.766,487343797679.386,503619406808.679,520878052195.13,550677647305.861,573788797293.568,600241647062.199,623501361331.917,612871850247.149,
Benin,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266778980.84084,6752483644.83647,7110637047.35056,7704008956.54848,8027497847.74483,8691280501.8499,9233132139.9759,9937195423.44491,10447084302.1134,11164002187.4058,12082144945.2969,13005648454.7123,13824774838.4711,14566421816.8017,15621198734.1148,16383743020.1581,17545233924.4818,19095081332.5382,20419698276.0852,21052570732.5208,21748137021.3122,22860459982.9645,24308499989.2082,26709146743.0221,29146860808.5474,30530995255.4114,32668486802.0226,34023063767.8647,37173273024.8113,40434633627.9884,42496953516.8372,
Burkina Faso,BFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5194776255.17158,5857550290.7247,6004980400.78973,6360101197.4054,6581338077.9775,7103444925.38865,8030258957.33215,8690182135.43683,9430193718.02498,10273801310.7499,10701824788.6934,11659840501.0674,12359848400.9137,13571668356.7838,14561210412.9236,16315345253.9871,17860180506.1432,19093979820.3741,20594373474.422,21366020198.687,23440650603.1545,25515102554.621,26835475975.0516,28735314121.1823,29760893893.8537,31032905189.7743,35340335154.5367,39238401912.359,42834257969.6585,46078870838.4397,47534406014.5047,
Bangladesh,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87692342796.5208,93817522685.3109,101178098203.325,108456426994.827,115081618885.562,123511999678.265,131462096909.681,139820916424.046,148714667316.249,157907297582.569,169982625545.874,182530878334.241,192525389218.375,205395097099.782,221976241488.929,243850841826.997,267992112040.627,294615766788.069,318408634408.939,337022600321.165,359946756348.42,391220073587.411,443598789939.633,480218563286.77,520423230999.264,555570050290.634,608047366029.664,664403662063.264,733857377477.863,807854957463.322,846281626653.111,
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65797993934.2371,62278330670.8929,59065261509.0793,59570292368.5683,61948491622.9964,65053238123.5232,57260138653.6366,47798043632.7839,51007564201.2472,47685758137.2379,52468510708.6717,55735446319.015,61023649905.0158,65444800367.9274,71006719143.5679,78821833750.4599,86713356360.4246,96666032169.8802,107411216119.713,105570797722.546,110612181615.067,115714748426.258,119289608551.244,120942415882.877,127263488552.679,132017089872.021,143086580996.863,151920196034.544,161506341673.843,171072113819.527,170672701599.892,
Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13319945106.7787,15316808955.1044,16713911428.5497,19312157342.6673,19675242051.7473,20877261671.9303,22133285099.0104,23225888942.0756,24612343435.0628,26041308042.2956,28034516575.2414,29363075270.7015,30826319472.1303,33375800391.1598,36667026445.9921,40368485984.997,44279752026.7835,49240429590.8121,53333105095.2994,55104616844.5009,58162953475.7136,60555691596.7436,65875368137.9427,67716644746.8625,68275971746.1039,62523275420.368,63831285346.3079,71282082008.2729,74553205529.5227,77509057578.9628,74454220069.377,
"Bahamas, The",BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504544171.40977,5452722123.71645,5363632647.43091,5507669888.42666,5802417359.76476,6183489431.39909,6562650477.60831,7139301072.8161,6894511207.50107,7847155468.10203,8355452100.65134,8762877803.17492,9142241663.7283,9194268830.79057,9525144596.77682,10155324622.2698,10725975032.7384,11173449422.157,11126121952.0703,10742794805.0321,11035166687.0261,11334782601.5822,11713379202.2105,11620838487.7678,12322581987.1852,12699382099.6096,12977316326.2205,13711567829.4446,14429294095.7259,14790048177.698,12795727246.6372,
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545944237.06255,4373321305.35387,8415032038.62659,11511148093.7085,13456658540.007,14961437051.7146,17248489098.8046,17996031735.0805,19535776794.8386,20548203209.5603,22394548750.0808,24398017504.5431,27916911835.3832,30841702560.6664,33896691698.2771,33730478208.4274,34639788698.9419,36525658657.023,37145719739.8258,39027209595.236,39811580989.7746,41189242211.7366,44265849654.8882,46096453819.6274,49532462764.2098,51918675886.2031,51256492524.463,
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53275662592.9477,54416393086.2388,50313469697.596,47591607541.2966,42920764985.4233,39263410437.4665,41101817429.5946,46606182102.5295,51089722656.2062,53589487606.9613,57965141850.7952,62035672870.9428,66196302880.9147,72174548287.9562,82603919631.1015,93183621908.2178,105603898919.094,117766622690.552,132303186469.252,133578417143.272,145673123596.385,156715098657.899,171037674358.344,179366145726.605,179597949624.117,171204463522.202,168421837005.779,173630155305.786,183398223823.045,189285570275.747,189842741589.98,
Belize,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625100954.026396,720325610.029776,825579827.346803,898188561.611988,918822002.690912,944134647.524504,975161243.085886,1027782931.16378,1078227903.07623,1189818106.39705,1374788432.13124,1470717719.88727,1564682258.01815,1742493392.88601,1875116458.80864,1971053117.75086,2128692308.32874,2197045056.61103,2317944453.44841,2340694349.83933,2439091906.92247,2537807474.36966,2458226039.33398,2498498319.23996,2540731967.76196,2611555931.58153,2666078128.51442,2703187932.80397,2848533618.20145,2950494545.09976,2567691905.93813,
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069701819.7898,2064069231.39599,2109846380.32823,2224837649.35203,2285972658.46591,2436579276.91577,2545715055.60402,2710433578.98293,2847836726.73602,2986677006.57941,3337937504.76127,3657520974.81199,3660468836.62029,3855613626.28385,4051323524.73477,4247460210.71958,4618596477.95015,4901313626.55102,4903415338.1953,4662792839.53546,4599062134.44337,4519405326.5993,4370872662.28833,4484628779.9265,4479895049.92416,4688793778.80788,4929475866.99318,5227044136.51153,5329378596.94909,5449462884.82198,5165255002.75565,
Bolivia,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16291396888.7512,17729339184.1256,18431940387.6071,19674406165.1928,21032404534.296,22478018915.1956,23887877510.9591,25519649912.2215,27104797638.019,27613515807.5039,28938783243.5531,30071493290.4146,31306422344.5285,32752399650.2214,35037816368.9345,37726654226.3094,40732857821.293,43736202919.4137,47328355788.2333,49290089322.2839,51922209247.3177,55765337780.2746,61452959665.4717,69841188330.1307,75554052848.6329,77543289207.737,82736157918.0374,94285208488.0407,100626843894.555,104693606216.901,96600052229.8176,
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997829676500.524,1042221695198.44,1060173331912.21,1138750850581.62,1231140868861.27,1310047926509.34,1363501491200.63,1434999659066.74,1456057183573.25,1483991599739.63,1583738322704.83,1640971586326.6,1717826874441.4,1769689965653.55,1922011556195.08,2045343558484.92,2190728444722.49,2386123965616.64,2556455419655.11,2572703709807.47,2798617943636.41,2970630762099.6,2998534424980.66,3133893649534.78,3187155079572.03,3014754849735.87,2939094210373.7,3018705988834.88,3146320980859.84,3247679577278.91,3153407029131.61,
Barbados,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2498088877.41874,2481850529.69146,2393910179.43526,2470089332.89981,2573564953.94004,2680448458.92482,2838065611.54157,3025747724.56527,3173886818.17816,3230486447.30124,3449580616.56608,3441856192.52922,3523828107.5899,3667352806.06023,3819247737.69655,4093989531.57469,4466850967.78133,4687849280.29696,4812536630.10609,4602990809.13498,4550155553.50911,4613928269.19212,4343448700.80602,4359599661.30851,4322360546.09697,4425610429.8278,4559037885.70882,4519281462.81962,4600931965.93093,4678563482.67459,3836279388.58695,
Brunei Darussalam,BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14456814065.0958,15415892287.6316,16517501924.4194,16960523110.4211,17867569963.7186,19059251493.3829,19966850512.137,20024891666.3744,20137176323.1266,21051409730.2095,22135261424.2843,23241505278.1541,24523299248.7259,25704091177.389,26529220186.5056,27461594984.134,29536870000.7498,30377197856.8618,30367382091.4862,30058959574.4164,31199547021.6826,33044207206.1251,35209872643.723,33885246844.1847,33344140243.0964,25948980972.9153,23633069098.5308,25891019749.5614,26526507870.9433,28044707686.4434,28704441736.3112,
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827268923.552295,851756848.777178,911249100.113065,951378595.264116,1019808051.0988,1114847585.94547,1198439273.28363,1285423168.08347,1376766814.77139,1508152338.48854,1593597378.5948,1764518791.51334,1989458177.16496,2184936045.71166,2378580863.14402,2631404630.98,2900801762.11939,3525644809.26293,3766726573.09193,4051571320.42925,4588418545.30904,5058193225.03562,5551018263.98396,5674556893.9944,6231640988.1671,6915381146.16075,7703914681.55542,8307416844.22731,8766772471.38418,9436822154.78967,8588208404.93795,
Botswana,BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7038747941.05542,7819535585.99953,8231035365.93548,8587592705.20048,9089177773.72257,9932174626.90719,10703657255.5928,11802166942.389,11987953987.0706,13336673163.4289,13905829653.1517,14246452305.6117,15350167629.2162,16358504370.5991,17253458567.4908,18601561847.1099,20767375838.8839,23090285672.4291,25009562004.7458,23271823208.186,25559133702.5797,27671240750.1864,26701761149.1743,29222392061.6123,32797318372.1494,31046345793.2204,35937956386.5053,35166622661.948,37444345486.3431,39253399419.9971,36352554239.0005,
Central African Republic,CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782370844.527,1832464962.82366,1753823503.86582,1801414600.04777,1930035742.97084,2112384054.89276,2065016683.32829,2213344226.10028,2343457079.34914,2462873910.50581,2455248639.60648,2621127572.36473,2758881202.53287,2658440643.58652,2893672534.09782,3010908030.21931,3250024496.71239,3491097826.2955,3632110885.70067,3974076863.97219,4206561537.35153,4474567487.04114,4889047036.92662,3284695704.66429,3215650000.89682,3536183568.04248,3861897992.35142,4195263790.82987,4458785448.52118,4674532971.27166,4770089911.79351,
Canada,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755390170461.408,793674327704.288,846412945809.995,900996986801.064,937786776176.929,971003788233.131,1023682523002.92,1083609294356.44,1171326187910.13,1241594039979.59,1301593351698.17,1342395839240.43,1307000908301.48,1363577286343.32,1430806739876.64,1468097961846.59,1554125000000.0,1621395561291.92,1594851775821.65,1678092366067.54,1765762548007.76,1852985933143.48,1853711000627.98,1771473892248.83,
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785640204781.859,734437205712.853,736593716753.982,765684773075.853,813879018935.709,878093244200.741,920948886053.051,952765519073.087,993859825503.122,1024880687966.77,1086143772400.6,1162588835233.1,1243986168624.42,1315747974582.26,1433672338383.26,1517695035445.23,1683968584606.35,1871345634502.31,2065494805931.09,2064386412894.07,2172912840012.59,2311350126997.98,2387968429638.59,2485411302264.82,2585785929327.0,2699167747965.71,2870964111830.88,3072061486735.75,3272987174419.49,3459459213924.33,3447095106853.96,
Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191193236430.017,195848715687.21,200224296291.477,204712100849.822,211738482724.215,217217870076.852,223004397318.791,232310959374.429,241065489560.29,248740021832.269,264184231312.542,273987586086.831,282753110962.942,285053270982.814,298070936029.308,310493723866.738,348024846014.13,386678345599.465,413714805073.377,413164395107.145,429262364074.643,458820195091.514,479280657897.069,503360260789.332,524917052399.004,546805476343.839,570267482220.765,584052319305.968,610138577242.876,617711114452.177,619632654690.619,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59789059112.4313,66729735171.1657,77021084269.3156,85199851653.6722,92908933315.4046,105559120796.178,116683584095.731,127512263215.29,134523911453.414,135857469922.426,146336489247.979,154575763031.64,161862285225.401,171809556829.71,189140716087.794,206274402670.254,257648250742.035,280051852457.172,275716447509.868,272874099668.821,309886433252.551,350575241993.779,374241571983.126,394291936706.683,404667282590.131,407878247566.737,426776809813.152,451984540685.83,481604385837.929,481296362634.805,480011057804.56,
China,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114609270737.99,1259038032531.46,1470903969296.07,1714826334398.25,1979777658965.89,2242702993468.48,2510374158399.84,2791287913776.8,3044172457140.99,3324725650183.3,3687631479659.45,4082650449958.1,4526020825779.07,5072833908567.97,5736264892179.38,6588930215901.39,7651864506954.52,8975592720883.64,10033234295495.5,11059907750616.4,12378807960428.5,13844365195917.5,15124538193948.2,16185063329894.8,17121277216284.5,17796747505545.6,18712096136720.3,19887033884256.7,21739076706358.4,23443654490268.2,24283173525726.7,
Cote d'Ivoire,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32843699496.2983,33968290991.9546,34657431662.3226,35410638834.9498,36460193559.4811,39877266687.4945,43746086042.3386,48824806923.2655,51479615503.0186,52832247895.5368,53869737616.6812,53865517568.3418,53223465417.1264,51649894913.9232,54729777290.3033,56996703699.6896,60374891720.3886,62679580137.0635,66954845760.0908,69896266859.4558,75553039449.7989,72988975597.0539,76678492637.2411,85419539319.6478,97828400548.5845,108068702923.226,112609566975.11,118051344947.092,129215106318.266,139717847785.103,144170845653.694,
Cameroon,CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23033811165.4139,22905827117.8255,22701566883.5414,21396284929.0253,22263328885.8535,23387980188.7327,24820076881.7408,26407677165.172,27966850358.7757,29650522462.6047,31475086611.4931,33556388037.8298,35613262341.5814,38252746099.2539,42051567133.1573,44327659459.2505,47408907737.6246,50789219291.4876,53251582565.5329,55041509206.8252,57297141170.4021,60470659955.3627,63568300988.4898,69098828117.5587,75134546784.6375,79112640283.0814,84392895095.8137,90037541682.2009,95846283525.1766,100947459093.936,102666639751.706,
"Congo, Dem. Rep.",COD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30535084941.1871,28909375696.9554,26463531495.9865,23441932568.4013,23008759750.2506,23655668939.7513,23842326659.7223,22905484734.2911,22787083115.0838,22128994490.4561,21060176244.7659,21070113824.3506,22034314859.7472,23695372342.8665,25972970911.5783,28425131021.737,30843600275.5443,33654656303.6287,36445343420.1171,37771654915.2451,40927874364.2296,44655249523.1256,46214046396.4042,53767800424.5674,62684684446.4372,69035657196.8065,75926663565.3293,86267287184.0017,93480842340.5166,99321479473.8537,102262924622.611,
"Congo, Rep.",COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8184434291.96023,8663889470.80483,9092785124.79041,9217123012.26306,8896832367.54921,9445392670.44879,10031007654.9116,10146583050.4082,10644287162.8672,10519144650.4267,11569040902.2617,12272373163.6428,13037691533.749,13387813833.2962,14226217915.78,15807076328.3136,17586024128.4701,16864049913.0321,18276274961.2916,20558681190.5836,22863769887.3189,23856263885.5926,28575641891.042,28055516787.1736,28095573770.8308,22531030874.0546,19126833369.7548,21642080499.8819,21096755036.4186,21454706745.4933,19988279561.2009,
Colombia,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165811635955.11,174850125639.26,186068544808.866,200737076273.821,216945096246.472,233017318086.982,242162000289.259,254947667572.912,259286156704.976,251971929037.137,265139277582.619,275501257541.087,286866650068.874,303642993712.837,328447014346.08,355031898592.063,390344576673.225,427839048098.505,450482195444.044,459089499041.973,485313992986.772,529875186711.481,553768023392.024,591783692551.881,625019201607.325,630399533935.377,665398390495.011,693117074956.624,747103674534.628,789757065676.292,759734724899.769,
Comoros,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652959302.757004,638618075.656564,708893559.932369,747511633.765411,723187298.980234,765007843.548196,768952442.256539,814246706.598598,833971598.291125,862293248.067738,977201192.289082,1021932606.40175,1062232344.85376,1104722039.49597,1156241340.04546,1226088471.07178,1296628558.15134,1342111858.43775,1422946026.54019,1479676880.56774,1553800742.62498,1651292301.29229,1817991275.62343,1954973713.18646,2063131653.84176,2106508753.21871,2278472094.4975,2467927827.4934,2619235556.40964,2712789807.17797,2741947237.73586,
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359202094.163064,376563744.131071,427271127.833495,475488963.148138,578801760.550227,674920711.577933,765260494.394228,865551005.275473,984855878.410973,1111197967.56204,1298320125.29324,1356407350.87344,1450212561.98467,1538833769.87013,1741402947.56962,1919769965.4099,2135774029.45785,2525862346.12011,2746244179.56535,2732025196.27904,2804400161.48438,2976609859.53646,2939948400.20897,2964468795.09437,2979100325.6128,3145505183.22012,3358352135.31607,3570702548.67827,3822113398.98579,4110838978.05366,3545336628.14404,
Costa Rica,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15678783414.2941,16576242557.3573,18513955411.5498,20297915420.7815,21668218046.6987,23041540614.5877,23780287864.5176,25531053263.2367,27665797414.2261,29248133923.755,31058791334.8597,32848141545.3133,34507855087.3886,36666131356.592,39319267442.9611,42156341156.5844,46614214406.8546,51798690334.946,55308295226.2851,55243161553.0573,58882611697.158,62759466861.9615,67139321098.5641,71159735248.1801,77049117295.2325,82852849095.5182,93454856085.3431,100716906502.792,106583345257.91,113627163314.195,112745322583.036,
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36930115270.4492,39000484034.8434,41153130871.8951,43538386285.3676,45750723978.2984,48062956880.6169,50662438271.434,53569147743.9646,55018703268.3728,58439475113.8692,61931529841.0778,64696143221.6641,68246707398.6381,73968941446.8495,79220614969.1609,84631146002.5703,93559928103.0724,99475174331.4333,102988548549.341,100231576319.984,102947639971.326,106370466079.035,106867201457.185,109300642995.095,110982931323.699,109951366608.024,110163918545.638,115121344636.798,120227041638.381,123242436469.901,116297325156.721,
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3038884425.01753,3083933199.25936,3145152626.71421,3212793281.99628,3306166250.57304,3432211818.55632,3593925476.73012,3781621515.67673,3939532072.22197,3948474420.05848,3997771738.15466,4106283622.56743,3980978516.61811,3987244429.21591,3956860925.03556,3963751079.56532,3961008962.771,4080536556.8692,4087997476.75995,4019501299.11709,3319442627.90817,
